title,authors,year,journal,doi,pmid,url,publication_type,screen_label,screen_confidence,full_text_decision,full_text_screening_status,full_text_priority_score,full_text_priority_band,retrieval_status,retrieval_note,study_design,species_model,intervention_name,ageing_domain_category,outcome_exact,mechanism,missingness_flag,full_text_screening_note
The Impact of Young and/or Exercised Plasma Transfusions in Neurodegenerative Conditions: A Scoping Review,,2026.0,aging and disease,10.14336/ad.2025.0849,,https://doi.org/10.14336/ad.2025.0849,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,exercise,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
SENOLYTIC COMBINATION OF DASATINIB AND QUERCETIN: A REVIEW OF PRECLINICAL AND CLINICAL STUDIES,Morozov I.I.; Molkanov N.N.; Kiseleva N.M.,2026.0,"""Medical &amp; pharmaceutical journal ""Pulse""",10.26787/nydha-2686-6838-2026-28-1-49-58,,https://doi.org/10.26787/nydha-2686-6838-2026-28-1-49-58,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,senolytics,surrogate_or_indirect,,cellular_senescence,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Intravenous infusion of nicotinamide adenine dinucleotide (NAD+) versus nicotinamide riboside (NR): a retrospective tolerability pilot study in a real-world setting,Reyna Kirsten; Heinzen Greer; Patel Nikita; Ritter Marie; Siojo Alexandra; Legere Henry; Pojednic Rachele,2026.0,Frontiers in Aging,10.3389/fragi.2026.1652582,,https://doi.org/10.3389/fragi.2026.1652582,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"An Updated Review on the Mechanisms, Pre‐Clinical and Clinical Comparisons of Nicotinamide Mononucleotide (NMN) and Nicotinamide Riboside (NR)",Yang Xu; Lu Anni; Guan Xiao; Ying Tianlei; Pan Jingrong; Tan Mingqian; Lu Jun,2025.0,Food Frontiers,10.1002/fft2.511,,https://doi.org/10.1002/fft2.511,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Decision letter for ""Survey on fecal microbiota transplantation and probiotic use in equine practice in France and Belgium""",,2025.0,,10.1002/vms3.70854/v1/decision1,,https://doi.org/10.1002/vms3.70854/v1/decision1,peer-review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Review for ""Survey on fecal microbiota transplantation and probiotic use in equine practice in France and Belgium""",Agnieszka Zak-Bochenek,2025.0,,10.1002/vms3.70854/v1/review1,,https://doi.org/10.1002/vms3.70854/v1/review1,peer-review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Review for ""Survey on fecal microbiota transplantation and probiotic use in equine practice in France and Belgium""",,2025.0,,10.1002/vms3.70854/v1/review2,,https://doi.org/10.1002/vms3.70854/v1/review1,peer-review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Review for ""Survey on fecal microbiota transplantation and probiotic use in equine practice in France and Belgium""",,2025.0,,10.1002/vms3.70854/v2/review1,,https://doi.org/10.1002/vms3.70854/v1/review1,peer-review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Impacts of sarcopenia and resistance exercise training on mitochondrial quality control proteins,Springer-Sapp Catherine B.; Ogbara Olayinka O.; Addison Odessa; Kuzmiak-Glancy Sarah; Prior Steven J.,2025.0,The Journal of Frailty &amp; Aging,10.1016/j.tjfa.2025.100090,,https://doi.org/10.1016/j.tjfa.2025.100090,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,exercise,surrogate_or_indirect,,mitochondrial_function,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Determination of NAD+ precursors nicotinamide mononucleotide (NMN) and nicotinamide riboside (NR) in plant foods: exploring dietary sources,Alegre Gabriela Fabiana Soares; Pastore Glaucia Maria,2025.0,CyTA - Journal of Food,10.1080/19476337.2025.2458753,,https://doi.org/10.1080/19476337.2025.2458753,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Fecal microbiota transplantation modulates jejunal host-microbiota interface in weanling piglets,Mooyottu Shankumar; Muyyarikkandy Muhammed Shafeekh; Yousefi Farnaz; Li Ganwu; Sahin Orhan; Burrough Eric; Scaria Joy; Sponseller Brett,2025.0,Microbiome,10.1186/s40168-025-02042-9,,https://doi.org/10.1186/s40168-025-02042-9,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Fecal microbiota transplantation in pigs: current status and future perspective,Rahman Rajibur; Marcolla Camila Schultz; Willing Benjamin P.,2025.0,Animal Microbiome,10.1186/s42523-025-00440-w,,https://doi.org/10.1186/s42523-025-00440-w,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,microbiome,surrogate_or_indirect,,microbiome_host,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
"Nicotinamide Adenine Dinucleotide (NAD)-Dependent Protein Deacetylase, Sirtuin, as a Biomarker of Healthy Life Expectancy: A Mini- Review",Sugishita Yodo; Suzuki-Takahashi Yuki; Yudoh Kazuo,2025.0,Current Aging Science,10.2174/0118746098319674240827104612,,https://doi.org/10.2174/0118746098319674240827104612,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Nicotinamide Riboside and NAD+ Decline: Hype vs. Evidence,Guth Michael AS,2025.0,Novel Techniques in Nutrition &amp; Food Science,10.31031/ntnf.2025.08.000692,,https://doi.org/10.31031/ntnf.2025.08.000692,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Anti-aging effects of metformin: impact on signs of aging,Bobok Natalia,2025.0,Проблеми старіння і довголіття (Україна) . Problems of ageing and longevity (Ukraine),10.71012/pro-ageing-2025-1-03,,https://doi.org/10.71012/pro-ageing-2025-1-03,journal-article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,metformin,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Lithocholic acid binds TULP3 to activate sirtuins and AMPK to slow down ageing.,Qu Q; Chen Y; Wang Y; Wang W; Long S; Yang HY; Wu J; Li M,2025.0,Nature,,39695235.0,https://pubmed.ncbi.nlm.nih.gov/39695235/,"Journal Article; Research Support, Non-U.S. Gov't",uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,nutrient_sensing; sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Modulating mTOR-dependent astrocyte substate transitions to alleviate neurodegeneration.,Zhang L; Xu Z; Jia Z; Cai S; Wu Q; Liu X; Hu X; Bai T,2025.0,Nature aging,,39779911.0,https://pubmed.ncbi.nlm.nih.gov/39779911/,Journal Article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,animal_experiment,unclear,rapamycin_mtor,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Roles of Sirtuins in Cardiovascular Diseases: Mechanisms and Therapeutics.,Ding YN; Wang HY; Chen XF; Tang X; Chen HZ,2025.0,Circulation research,,40014680.0,https://pubmed.ncbi.nlm.nih.gov/40014680/,Journal Article; Review,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,nad_sirtuin,surrogate_or_indirect,,sirtuin_nad,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
YTHDF1 differentiates the contributing roles of mTORC1 in aging.,Xu C; Yu C; Zhang J; Zhang Z; Zhang J; Meng Y; Wang M; Wen M,2025.0,Molecular cell,,40441158.0,https://pubmed.ncbi.nlm.nih.gov/40441158/,Journal Article,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,rapamycin_mtor,surrogate_or_indirect,,nutrient_sensing,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
Caloric Restriction and Biomarkers of Aging,Racette Susan B.; Das Sai Krupa,2024.0,"Intermittent and Periodic Fasting, Aging and Disease",10.1007/978-3-031-49622-6_1,,https://doi.org/10.1007/978-3-031-49622-6_1,book-chapter,uncertain,0.45,uncertain_pending_full_text,pending_full_text_verification,5,priority_4_low_directness_or_unclear,link_available,Full text link or landing page available,unclear_or_metadata_only,unclear,caloric_restriction,surrogate_or_indirect,,unclear,requires_full_text_verification,Artifact generated from repository metadata/extraction only; final eligibility requires full-text review.
