title,authors,year,journal,doi,pmid,source,is_preprint,study_design,species_model,sample_size,age_sex,disease_status,intervention_name,intervention_class,dose_intensity,duration,comparator,outcome_exact,ageing_domain_category,effect_direction,effect_size,uncertainty_measure,follow_up_time,mechanism,mechanism_directness,extraction_confidence,missingness_flag,ambiguity_notes,claim_score,claim_category
Editor's evaluation: Short senolytic or senostatic interventions rescue progression of radiation-induced frailty and premature ageing in mice,Isales Carlos,2022.0,,10.7554/elife.75492.sa0,,crossref,False,animal_experiment,animal,,,,senolytics,senolytics,,,,frailty,healthspan_functional_ageing,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.5,promising_but_incomplete
Decision letter: Short senolytic or senostatic interventions rescue progression of radiation-induced frailty and premature ageing in mice,,2022.0,,10.7554/elife.75492.sa1,,crossref,False,animal_experiment,animal,,,,senolytics,senolytics,,,,frailty,healthspan_functional_ageing,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.5,promising_but_incomplete
Physical Activity as an Intervention for Frailty Syndrome: A Narrative Review.,Oza R.,2025.0,Cureus,10.7759/cureus.100293,41476438.0,europe_pmc,False,animal_experiment,unclear,,,,exercise,exercise,,,,frailty,healthspan_functional_ageing,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.0,promising_but_incomplete
Fecal Microbiota Transplantation: A Microbiome Modulation Technique for Alzheimer’s Disease,Nandwana Varsha; Debbarma Shibajee,2021.0,Cureus,10.7759/cureus.16503,,crossref,False,unclear_or_metadata_only,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
The Mechanistic Target of Rapamycin (mTOR) Pathway as a Target of Anti-aging Therapies: The Role of Rapamycin and Its Analogs in the Regulation of Cellular Processes and Their Impact on Longevity.,"Zerdka J, Brasse P, Piszka M, Kwapien E, Kubicka M, Bartkowski J, Banach J, Dacyl H, Owczarska A.",2025.0,Cureus,10.7759/cureus.98514,41497909.0,europe_pmc,False,in_vitro_study,cellular,,,,rapamycin_mtor,rapamycin_mtor,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.0,biomarker_or_preclinical_evidence
Dasatinib and Quercetin: Short-term Simultaneous Administration Yields Senolytic Effect in Humans,Jaba Tkemaladze,2022.0,Issues and Developments in Medicine and Medical Research Vol. 2,10.9734/bpi/idmmr/v2/15155d,,crossref,False,animal_experiment,human,,,,senolytics,senolytics,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.5,promising_but_incomplete
Small molecule activators of sirtuins extend Saccharomyces cerevisiae lifespan.,Howitz KT; Bitterman KJ; Cohen HY; Lamming DW; Lavu S; Wood JG; Zipkin RE; Chung P,2003.0,Nature,,12939617.0,pubmed,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,lifespan,hard_ageing_relevance,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,8.5,promising_but_incomplete
Rapamycin fed late in life extends lifespan in genetically heterogeneous mice.,Harrison DE; Strong R; Sharp ZD; Nelson JF; Astle CM; Flurkey K; Nadon NL; Wilkinson JE,2009.0,Nature,,19587680.0,pubmed,False,animal_experiment,animal,,,,rapamycin_mtor,rapamycin_mtor,,,,lifespan,hard_ageing_relevance,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,10.0,promising_but_incomplete
"Nicotinamide mononucleotide, a key NAD(+) intermediate, treats the pathophysiology of diet- and age-induced diabetes in mice.",Yoshino J; Mills KF; Yoon MJ; Imai S,2011.0,Cell metabolism,,21982712.0,pubmed,False,animal_experiment,animal,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.0,biomarker_or_preclinical_evidence
Aging and exercise.,Allen J; Morelli V,2011.0,Clinics in geriatric medicine,,22062447.0,pubmed,False,unclear_or_metadata_only,unclear,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.5,biomarker_or_preclinical_evidence
Telomerase gene therapy in adult and old mice delays aging and increases longevity without increasing cancer.,Bernardes de Jesus B; Vera E; Schneeberger K; Tejera AM; Ayuso E; Bosch F; Blasco MA,2012.0,EMBO molecular medicine,,22585399.0,pubmed,False,animal_experiment,animal,,,,controversial,controversial,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,dna_repair_genomic,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.0,biomarker_or_preclinical_evidence
Metformin retards aging in C. elegans by altering microbial folate and methionine metabolism.,Cabreiro F; Au C; Leung KY; Vergara-Irigaray N; Cochemé HM; Noori T; Weinkove D; Schuster E,2013.0,Cell,,23540700.0,pubmed,False,unclear_or_metadata_only,unclear,,,,metformin,metformin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.5,biomarker_or_preclinical_evidence
Fasting or caloric restriction for healthy aging.,Anton S; Leeuwenburgh C,2013.0,Experimental gerontology,,23639403.0,pubmed,False,unclear_or_metadata_only,unclear,,,,caloric_restriction,caloric_restriction; fasting,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
The NAD(+)/Sirtuin Pathway Modulates Longevity through Activation of Mitochondrial UPR and FOXO Signaling.,Mouchiroud L; Houtkooper RH; Moullan N; Katsyuba E; Ryu D; Cantó C; Mottis A; Jo YS,2013.0,Cell,,23870130.0,pubmed,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,mitochondrial_function; sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Metformin improves healthspan and lifespan in mice.,Martin-Montalvo A; Mercken EM; Mitchell SJ; Palacios HH; Mote PL; Scheibye-Knudsen M; Gomes AP; Ward TM,2013.0,Nature communications,,23900241.0,pubmed,False,animal_experiment,animal,,,,metformin,metformin,,,,lifespan; healthspan,hard_ageing_relevance,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.6,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,11.0,promising_but_incomplete
Declining NAD(+) induces a pseudohypoxic state disrupting nuclear-mitochondrial communication during aging.,Gomes AP; Price NL; Ling AJ; Moslehi JJ; Montgomery MK; Rajman L; White JP; Teodoro JS,2013.0,Cell,,24360282.0,pubmed,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,mitochondrial_function; sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
NAD+ and sirtuins in aging and disease.,Imai S; Guarente L,2014.0,Trends in cell biology,,24786309.0,pubmed,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
"Longevity, aging and rapamycin.",Ehninger D; Neff F; Xie K,2014.0,Cellular and molecular life sciences : CMLS,,25015322.0,pubmed,False,unclear_or_metadata_only,unclear,,,,rapamycin_mtor,rapamycin_mtor,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
The Achilles' heel of senescent cells: from transcriptome to senolytic drugs.,Zhu Y; Tchkonia T; Pirtskhalava T; Gower AC; Ding H; Giorgadze N; Palmer AK; Ikeno Y,2015.0,Aging cell,,25754370.0,pubmed,False,in_vitro_study,cellular,,,,senolytics,senolytics,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,cellular_senescence,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.0,biomarker_or_preclinical_evidence
"A Periodic Diet that Mimics Fasting Promotes Multi-System Regeneration, Enhanced Cognitive Performance, and Healthspan.",Brandhorst S; Choi IY; Wei M; Cheng CW; Sedrakyan S; Navarrete G; Dubeau L; Yap LP,2015.0,Cell metabolism,,26094889.0,pubmed,False,RCT_or_clinical_trial,human,,,,fasting,fasting,,,,healthspan,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.6,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.0,promising_but_incomplete
NAD(+) Metabolism and the Control of Energy Homeostasis: A Balancing Act between Mitochondria and the Nucleus.,Cantó C; Menzies KJ; Auwerx J,2015.0,Cell metabolism,,26118927.0,pubmed,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,mitochondrial_function; sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Exercise and the cardiovascular system: clinical science and cardiovascular outcomes.,Lavie CJ; Arena R; Swift DL; Johannsen NM; Sui X; Lee DC; Earnest CP; Church TS,2015.0,Circulation research,,26139859.0,pubmed,False,unclear_or_metadata_only,unclear,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.5,biomarker_or_preclinical_evidence
MTOR regulates the pro-tumorigenic senescence-associated secretory phenotype by promoting IL1A translation.,Laberge RM; Sun Y; Orjalo AV; Patil CK; Freund A; Zhou L; Curran SC; Davalos AR,2015.0,Nature cell biology,,26147250.0,pubmed,False,unclear_or_metadata_only,unclear,,,,rapamycin_mtor,rapamycin_mtor,,,,senescence,biological_ageing_biomarker,not_extracted_metadata_only,,,,cellular_senescence; nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,7.0,biomarker_or_preclinical_evidence
Clearance of senescent cells by ABT263 rejuvenates aged hematopoietic stem cells in mice.,Chang J; Wang Y; Shao L; Laberge RM; Demaria M; Campisi J; Janakiraman K; Sharpless NE,2016.0,Nature medicine,,26657143.0,pubmed,False,animal_experiment,animal,,,,stem_cell,stem_cell,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,stem_cell_effects,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
"NAD⁺ in aging, metabolism, and neurodegeneration.",Verdin E,2015.0,"Science (New York, N.Y.)",,26785480.0,pubmed,False,animal_experiment,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Metformin as a Tool to Target Aging.,Barzilai N; Crandall JP; Kritchevsky SB; Espeland MA,2016.0,Cell metabolism,,27304507.0,pubmed,False,unclear_or_metadata_only,unclear,,,,metformin,metformin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,nutrient_sensing,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.5,biomarker_or_preclinical_evidence
CD38 Dictates Age-Related NAD Decline and Mitochondrial Dysfunction through an SIRT3-Dependent Mechanism.,Camacho-Pereira J; Tarragó MG; Chini CCS; Nin V; Escande C; Warner GM; Puranik AS; Schoon RA,2016.0,Cell metabolism,,27304511.0,pubmed,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,mitochondrial_function; sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
Probiotics History.,Gasbarrini G; Bonvicini F; Gramenzi A,2016.0,Journal of clinical gastroenterology,,27741152.0,pubmed,False,unclear_or_metadata_only,unclear,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
The Human Intestinal Microbiome in Health and Disease.,Lynch SV; Pedersen O,2016.0,The New England journal of medicine,,27974040.0,pubmed,False,unclear_or_metadata_only,human,,,,microbiome,microbiome,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,microbiome_host,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,9.5,promising_but_incomplete
Nutrition and Exercise in Sarcopenia.,Anton SD; Hida A; Mankowski R; Layne A; Solberg LM; Mainous AG; Buford T,2018.0,Current protein & peptide science,,28029078.0,pubmed,False,unclear_or_metadata_only,unclear,,,,exercise,exercise,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,unclear,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,6.5,biomarker_or_preclinical_evidence
"The brain, sirtuins, and ageing.",Satoh A; Imai SI; Guarente L,2017.0,Nature reviews. Neuroscience,,28515492.0,pubmed,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
"Sirtuins, epigenetics and longevity.",Wątroba M; Dudek I; Skoda M; Stangret A; Rzodkiewicz P; Szukiewicz D,2017.0,Ageing research reviews,,28789901.0,pubmed,False,unclear_or_metadata_only,unclear,,,,nad_sirtuin,nad_sirtuin,,,,,surrogate_or_indirect,not_extracted_metadata_only,,,,epigenetic_alterations; sirtuin_nad,inferred_from_title_abstract,0.45,requires_full_text_verification,Metadata-assisted extraction; do not use as final effect extraction.,5.5,biomarker_or_preclinical_evidence
