source,source_stream,query,record_id,title,abstract,authors,year,journal,doi,pmid,pmcid,url,publication_type,is_preprint,retrieved_at,dedup_key,title_norm
crossref,bibliographic,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",3d38f8d054730864d0b01bc7050b099c,Fecal microbiota transplantation and gut microbiome effects on psychiatric illnesses,,Seresht Mona,,,10.33015/dominican.edu/2020.pas.03,,,https://doi.org/10.33015/dominican.edu/2020.pas.03,posted-content,True,2026-04-23T01:41:51,doi:10.33015/dominican.edu/2020.pas.03,fecal microbiota transplantation and gut microbiome effects on psychiatric illnesses
crossref,bibliographic,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",f3a071d58be5233fb7920d7220c8dd49,Reverse the Age Clock: Reverse Clinical Signs of Ageing with Epigenetic Skin Science,,Boreham Helen,2024.0,EMJ Dermatology,10.33590/emjdermatol/wrlc5248,,,https://doi.org/10.33590/emjdermatol/wrlc5248,journal-article,False,2026-04-23T01:40:58,doi:10.33590/emjdermatol/wrlc5248,reverse the age clock reverse clinical signs of ageing with epigenetic skin science
crossref,bibliographic,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",fa18b98d23f032e11812af09807dbfe4,Dietary Strategies for Healthy Aging – Caloric Restriction and Beyond,,,2022.0,Frontiers Research Topics,10.3389/978-2-88974-740-5,,,https://doi.org/10.3389/978-2-88974-740-5,book,False,2026-04-23T01:41:06,doi:10.3389/978-2-88974-740-5,dietary strategies for healthy aging caloric restriction and beyond
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (""stem cell"" OR ""partial reprogramming"" OR Yamanaka)",228b70e229917d650a4f5df2d7819307,The interplay of cellular senescence and reprogramming shapes the biological landscape of aging and cancer revealing novel therapeutic avenues.,,"Ding F, Yu Y, Zhao J, Wei S, Zhang Y, Han JH, Li Z, Jiang HB, Ryu D, Cho M, Bae SJ, Park W, Ha KT, Gao B.",2025.0,Front Cell Dev Biol,10.3389/fcell.2025.1593096,40356604.0,PMC12066513,,review-article; review; journal article,False,2026-04-23T01:41:44,doi:10.3389/fcell.2025.1593096,the interplay of cellular senescence and reprogramming shapes the biological landscape of aging and cancer revealing novel therapeutic avenues
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",fc45aaca2e3a8abc74def4ae0967204a,The inflammatory clock: how cGAS-STING ticks in the aging ovary.,,"Ma Y, Chen Y, Yuan X, Li T, Luo H, Gu Y.",2026.0,Front Cell Dev Biol,10.3389/fcell.2026.1771546,41816108.0,PMC12972751,,review-article; review; journal article,False,2026-04-23T01:41:28,doi:10.3389/fcell.2026.1771546,the inflammatory clock how cgas sting ticks in the aging ovary
europe_pmc,mixed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",af50f4f9effd5979d6810ad5f2195ccf,Redox regulation in aging muscles: exercise as a key modulator to combat sarcopenia and frailty.,,"Guo H, Jiang X, Zhiming W, Gui Y, Su Z.",2026.0,Front Cell Dev Biol,10.3389/fcell.2026.1772623,41924093.0,PMC13036230,,review-article; review; journal article,False,2026-04-23T01:41:13,doi:10.3389/fcell.2026.1772623,redox regulation in aging muscles exercise as a key modulator to combat sarcopenia and frailty
europe_pmc,mixed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),656a7af9bd5680f811f1a07608b1d3b2,Editorial: The crosstalk between metabolism and inflammation in aging and longevity.,,"Kumar S, Elmansi A, Noureldein M, Harper J.",2025.0,Front Endocrinol (Lausanne),10.3389/fendo.2025.1734527,41473235.0,PMC12745255,,editorial,False,2026-04-23T01:40:43,doi:10.3389/fendo.2025.1734527,editorial the crosstalk between metabolism and inflammation in aging and longevity
europe_pmc,mixed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),60a326c1ef6e0ef16e89523e42ed03e7,Cellular senescence and metabolic aging in type 2 diabetes: mechanistic insights and translational implications.,,"Syed AR, Aloti RA, Awad BJ, Alghoul WII, Hassan MAMSA, Kharoufeh A, Rangraze I.",2026.0,Front Endocrinol (Lausanne),10.3389/fendo.2026.1799261,41948554.0,PMC13050697,,review-article; review; journal article,False,2026-04-23T01:41:36,doi:10.3389/fendo.2026.1799261,cellular senescence and metabolic aging in type 2 diabetes mechanistic insights and translational implications
europe_pmc,mixed,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),a2f52a81d17d73eecb0327bf8a60ffe4,Molecular mechanisms underlying the lifespan and healthspan benefits of dietary restriction across species.,,"Fan J, Xu Y.",2026.0,Front Genet,10.3389/fgene.2026.1771707,41695773.0,PMC12900492,,review-article; review; journal article,False,2026-04-23T01:40:43,doi:10.3389/fgene.2026.1771707,molecular mechanisms underlying the lifespan and healthspan benefits of dietary restriction across species
europe_pmc,mixed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),47f0a989cd7ba5530e69917edd28e4ab,Natural killer cell-based senotherapy: a promising strategy for healthy aging.,,"Nakazawa T, Yamanishi R, Morimoto T, Matusda R.",2025.0,Front Immunol,10.3389/fimmu.2025.1737572,41601660.0,PMC12833471,,review-article; review; journal article,False,2026-04-23T01:41:36,doi:10.3389/fimmu.2025.1737572,natural killer cell based senotherapy a promising strategy for healthy aging
europe_pmc,mixed,"(aging OR ageing OR healthspan OR lifespan) AND (""caloric restriction"" OR ""dietary restriction"" OR fasting)",648effe0cc97d8b693eb2c67e5bff7ea,Time-restricted eating as a potential strategy for healthy lifespan: an evaluation of current evidence.,,"Wu H, Shi Y, Wang Z, Wei Z, Cui C, Xiong H, Wang Z, Ren J.",2025.0,Front Med (Lausanne),10.3389/fmed.2025.1701888,41601725.0,PMC12833465,,review-article; review; journal article,False,2026-04-23T01:41:04,doi:10.3389/fmed.2025.1701888,time restricted eating as a potential strategy for healthy lifespan an evaluation of current evidence
europe_pmc,mixed,"(aging OR ageing OR rejuvenation) AND (parabiosis OR ""young plasma"" OR ""plasma dilution"")",988cd8a2f0957c4a84beb0a00b2560f6,Modulating rheology and bioactivity in dermal fillers: the emerging role of platelet-rich plasma (PRP).,,"Anitua E, Tierno R, Alkhraisat MH.",2025.0,Front Med (Lausanne),10.3389/fmed.2025.1728754,41567667.0,PMC12815725,,review-article; review; journal article,False,2026-04-23T01:41:56,doi:10.3389/fmed.2025.1728754,modulating rheology and bioactivity in dermal fillers the emerging role of platelet rich plasma prp
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",4a538fa9b118fff7cb9333ed3940888d,Yeast protein modulates metabolites derived from the human gut microbiota of older male adults &lt;i&gt;ex vivo&lt;/i&gt; to strengthen gut barrier function and reduce inflammation.,,"Van den Abbeele P, Vu LD, Poppe J, van Hengel IAJ, Baudot A, Zhang Y, Chen Z, Yan J.",2025.0,Front Microbiol,10.3389/fmicb.2025.1697734,41568030.0,PMC12816187,,research-article; journal article,False,2026-04-23T01:41:50,doi:10.3389/fmicb.2025.1697734,yeast protein modulates metabolites derived from the human gut microbiota of older male adults lt i gt ex vivo lt i gt to strengthen gut barrier function and reduce inflammation
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",8f5ebf24a69bc27a760b66752e432bb3,Culture-based studies of intestinal lactobacilli in young people and centenarians.,,"Smidt I, Roop T, Mandar R, Stsepetova J, Koljalg S, Kilk K, Soidla I, Ainsaar M, Kolk H, Sepp E.",2026.0,Front Microbiol,10.3389/fmicb.2026.1746411,41883793.0,PMC13008948,,research-article; journal article,False,2026-04-23T01:41:50,doi:10.3389/fmicb.2026.1746411,culture based studies of intestinal lactobacilli in young people and centenarians
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",b2f671f041811c7c665cdaa320e40b51,Biohacking the human gut microbiome for precision health and therapeutic innovation.,,"Bautista J, López-Cortés A.",2026.0,Front Microbiol,10.3389/fmicb.2026.1776983,41953448.0,PMC13055597,,review-article; review; journal article,False,2026-04-23T01:41:50,doi:10.3389/fmicb.2026.1776983,biohacking the human gut microbiome for precision health and therapeutic innovation
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",b9d0f235b3b676ddf793411ba19fe525,Psychobiotics in mental health: insights from human clinical trials via the gut-brain axis.,,"Sisubalan N, Kesika P, Sivamaruthi BS, Chaiyasut C.",2026.0,Front Microbiol,10.3389/fmicb.2026.1804560,41971341.0,PMC13066224,,review-article; review; journal article,False,2026-04-23T01:41:50,doi:10.3389/fmicb.2026.1804560,psychobiotics in mental health insights from human clinical trials via the gut brain axis
europe_pmc,mixed,"(aging OR ageing OR ""epigenetic clock"") AND (NAD OR ""nicotinamide riboside"" OR NMN OR sirtuin)",1b644daece3b24bc31607d7553cc84f8,The function of nicotinamide phosphoribosyl transferase (NAMPT) and its role in diseases.,,"Peng A, Li J, Xing J, Yao Y, Niu X, Zhang K.",2024.0,Front Mol Biosci,10.3389/fmolb.2024.1480617,39513038.0,PMC11540786,,review-article; review; journal article,False,2026-04-23T01:41:28,doi:10.3389/fmolb.2024.1480617,the function of nicotinamide phosphoribosyl transferase nampt and its role in diseases
europe_pmc,mixed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",6d2882f6ac73086578b534900bef0e76,DNA methylation and prediction of biological age.,,"Chen Y, Cheng X, Ji S.",2025.0,Front Mol Biosci,10.3389/fmolb.2025.1734464,41602542.0,PMC12833446,,review-article; review; journal article,False,2026-04-23T01:40:50,doi:10.3389/fmolb.2025.1734464,dna methylation and prediction of biological age
crossref,bibliographic,"(rejuvenation OR ""age reversal"" OR ""reverse aging"" OR ""reverse ageing"")",82b513caace056873507b1f18aa078db,Is isoprenylcysteine carboxyl methyltransferase the key to reverse ageing?,,Grams Danielle; Lockey Richard; Kolliputi Narasaiah,2013.0,Frontiers in Aging Neuroscience,10.3389/fnagi.2013.00040,,,https://doi.org/10.3389/fnagi.2013.00040,journal-article,False,2026-04-23T01:40:58,doi:10.3389/fnagi.2013.00040,is isoprenylcysteine carboxyl methyltransferase the key to reverse ageing
europe_pmc,mixed,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),e586bb232a12fefd4f7bbfbe94c96d2a,Current aspects of targeting cellular senescence for the therapy of neurodegenerative diseases.,,"Jaganathan R, Iyaswamy A, Krishnamoorthi S, Thakur A, Durairajan SSK, Yang C, Wankhar D.",2025.0,Front Aging Neurosci,10.3389/fnagi.2025.1627921,41079999.0,PMC12507758,,review-article; review; journal article,False,2026-04-23T01:41:36,doi:10.3389/fnagi.2025.1627921,current aspects of targeting cellular senescence for the therapy of neurodegenerative diseases
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",b54a6f4d38150d787fdb330e8a92aee3,Examination of shared gut microbiome signatures in aging and Parkinson's disease.,,"Tng TJW, Vanan S, Tan EK, Zeng L, Goh WWB, Wong SH, Lim KL.",2026.0,Front Aging Neurosci,10.3389/fnagi.2026.1745455,41907847.0,PMC13021664,,review-article; review; journal article,False,2026-04-23T01:41:50,doi:10.3389/fnagi.2026.1745455,examination of shared gut microbiome signatures in aging and parkinson s disease
europe_pmc,mixed,"(aging OR ageing OR healthspan) AND (microbiome OR probiotic OR ""fecal microbiota"")",acda850ac3efcc4368cbb6e2a55cf8a2,Gut microbiota and cognitive decline: a scoping review of microbial mechanisms and adaptive responses in dementia.,,"Cipriano GL, Grimaldi A, Marra A, Quartarone A, Maresca G.",2026.0,Front Aging Neurosci,10.3389/fnagi.2026.1782720,41987880.0,PMC13076524,,review-article; review; journal article,False,2026-04-23T01:41:50,doi:10.3389/fnagi.2026.1782720,gut microbiota and cognitive decline a scoping review of microbial mechanisms and adaptive responses in dementia
crossref,bibliographic,(aging OR ageing OR longevity OR healthspan OR lifespan) AND (intervention OR trial OR treatment OR therapy),5330b18314b93ffcb6307060c6562046,Beyond lifespan and healthspan: a biological framework for experienced longevity,,Liubertas Tomas,2026.0,Frontiers in Aging Neuroscience,10.3389/fnagi.2026.1815030,,,https://doi.org/10.3389/fnagi.2026.1815030,journal-article,False,2026-04-23T01:40:44,doi:10.3389/fnagi.2026.1815030,beyond lifespan and healthspan a biological framework for experienced longevity
europe_pmc,mixed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",c634af8cbe4f222a6fe35479fa975501,Epigenetic and microbiome responses to greens supplementation in obese older adults: results from a randomized crossover-controlled trial.,,"Robinson LA, Cavanah AM, Lennon S, Mattingly ML, Pol WV, Huggins KW, Greene MW, Roberts MD, Frugé AD.",2026.0,Front Nutr,10.3389/fnut.2026.1750030,41717034.0,PMC12915338,,research-article; journal article,False,2026-04-23T01:40:50,doi:10.3389/fnut.2026.1750030,epigenetic and microbiome responses to greens supplementation in obese older adults results from a randomized crossover controlled trial
europe_pmc,mixed,"(""biological age"" OR ""epigenetic clock"" OR ""DNA methylation age"") AND (intervention OR trial OR therapy)",ea2d585ba32d94506fbca3561c69cf47,Exercise and nutrition as epigenetic regulators of gene expression: an exploratory scoping review with bibliometric analysis.,,"Zhang H, Yu R, Cao S, Liu X, Chen C, Peng F, Qi Y.",2026.0,Front Nutr,10.3389/fnut.2026.1773920,41883413.0,PMC13008672,,systematic review; systematic-review; journal article,False,2026-04-23T01:40:50,doi:10.3389/fnut.2026.1773920,exercise and nutrition as epigenetic regulators of gene expression an exploratory scoping review with bibliometric analysis
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),82f49f70ee1f81fc7054339c322d717a,Senolytic Cocktail Dasatinib+Quercetin (D+Q) Does Not Enhance the Efficacy of Senescence-Inducing Chemotherapy in Liver Cancer,,Kovacovicova Kristina; Skolnaja Marianna; Heinmaa Mihkel; Mistrik Martin; Pata Pille; Pata Illar; Bartek Jiri; Vinciguerra Manlio,2018.0,Frontiers in Oncology,10.3389/fonc.2018.00459,,,https://doi.org/10.3389/fonc.2018.00459,journal-article,False,2026-04-23T01:41:38,doi:10.3389/fonc.2018.00459,senolytic cocktail dasatinib quercetin d q does not enhance the efficacy of senescence inducing chemotherapy in liver cancer
europe_pmc,mixed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",33a08e0ab949d34eb8603d4750d4a51a,Research advances in exercise management for frail older adults.,,"Liu C, Lu L, Wei W.",2026.0,Front Public Health,10.3389/fpubh.2026.1763583,41694501.0,PMC12894213,,review-article; review; journal article,False,2026-04-23T01:41:13,doi:10.3389/fpubh.2026.1763583,research advances in exercise management for frail older adults
europe_pmc,mixed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",41d8de1a01e75622f83b1da5bc0e764b,Editorial: Integrated strategies for lifelong health: multidimensional approaches to aging and lifestyle interventions.,,"Shi M, Ge W.",2026.0,Front Public Health,10.3389/fpubh.2026.1777378,41635561.0,PMC12861890,,editorial,False,2026-04-23T01:41:13,doi:10.3389/fpubh.2026.1777378,editorial integrated strategies for lifelong health multidimensional approaches to aging and lifestyle interventions
crossref,bibliographic,(aging OR ageing OR senescence OR frailty) AND (senolytic OR senomorphic OR fisetin OR dasatinib OR quercetin),542b54cdcba9a4e01676bb3f52229e7e,Senolytic treatment with dasatinib and quercetin does not improve overall influenza responses in aged mice,,Torrance Blake L.; Cadar Andreia N.; Martin Dominique E.; Panier Hunter A.; Lorenzo Erica C.; Bartley Jenna M.; Xu Ming; Haynes Laura,2023.0,Frontiers in Aging,10.3389/fragi.2023.1212750,,,https://doi.org/10.3389/fragi.2023.1212750,journal-article,False,2026-04-23T01:41:38,doi:10.3389/fragi.2023.1212750,senolytic treatment with dasatinib and quercetin does not improve overall influenza responses in aged mice
europe_pmc,mixed,(aging OR ageing OR longevity OR frailty) AND (metformin OR rapamycin OR sirolimus OR mTOR),f2b4a3ba3a64b8cb9db14b2d441b1b24,"Rapamycin for longevity: the pros, the cons, and future perspectives.",,"Roark KM, Iffland PH.",2025.0,Front Aging,10.3389/fragi.2025.1628187,40620657.0,PMC12226543,,review-article; review; journal article,False,2026-04-23T01:41:22,doi:10.3389/fragi.2025.1628187,rapamycin for longevity the pros the cons and future perspectives
europe_pmc,mixed,"(aging OR ageing OR healthspan OR frailty) AND (exercise OR ""physical activity"" OR ""resistance training"")",26ccf2686a80b185578462f7167e5547,"Moving beyond the scale: musculoskeletal risks, evidence gaps and emerging combination strategies to optimize the quality of weight loss pharmacotherapy in older adults.",,"Reid KF, Bhasin S.",2025.0,Front Aging,10.3389/fragi.2025.1640030,41209422.0,PMC12592101,,brief-report; journal article,False,2026-04-23T01:41:13,doi:10.3389/fragi.2025.1640030,moving beyond the scale musculoskeletal risks evidence gaps and emerging combination strategies to optimize the quality of weight loss pharmacotherapy in older adults
